root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 123 w/ parts []
root - INFO - normination letter generated for project 123 w/ parts []
root - INFO - normination letter requested for project 1111E.000551 w/ parts ['323.067-02', '323.067-03', '323.068-02', '323.068-03']
root - INFO - normination letter generated for project 1111E.000551 w/ parts ['323.067-02', '323.067-03', '323.068-02', '323.068-03']
root - INFO - Risk Eval requested for project 1111E.000545 w/ parts ['175.224-40', '177.814-01', '178.576-38', '202.429-00', '220.241-00', '220.242-00', '220.424-00', '220.424-10', '220.424.10', '220.429-00']
root - INFO - Risk Eval generated for project 1111E.000545 w/ parts ['175.224-40', '177.814-01', '178.576-38', '202.429-00', '220.241-00', '220.242-00', '220.424-00', '220.424-10', '220.424.10', '220.429-00']
root - INFO - Supplier Selection requested for project 1111E.000984
root - INFO - Supplier Selection generated for project 1111E.000984
root - INFO - Risk Eval requested for project 1111E.000545 w/ parts ['175.224-40', '177.814-01', '178.576-38', '202.429-00', '220.241-00', '220.242-00', '220.424-00', '220.424-10', '220.424.10', '220.429-00']
root - INFO - Risk Eval generated for project 1111E.000545 w/ parts ['175.224-40', '177.814-01', '178.576-38', '202.429-00', '220.241-00', '220.242-00', '220.424-00', '220.424-10', '220.424.10', '220.429-00']
root - INFO - CBD requested for project 1111E.00910
root - INFO - CBD generated for project 1111E.00910
root - INFO - CBD requested for project 1111E.00901
root - INFO - CBD generated for project 1111E.00901
root - INFO - CBD requested for project 1111E.00901
root - INFO - CBD generated for project 1111E.00901
root - INFO - CBD requested for project 1111E.00901
root - INFO - CBD generated for project 1111E.00901
root - INFO - CBD requested for project 1111E.000901
root - INFO - CBD generated for project 1111E.000901
root - INFO - Supplier Selection requested for project 1111E.000901
root - INFO - Supplier Selection generated for project 1111E.000901
root - INFO - 01_nr.xlsx requested to upload
root - INFO - 01_nr.xlsx requested to upload
root - INFO - 01_nr.xlsx upload success
root - INFO - 01_nr.xlsx requested to upload
root - INFO - 01_nr.xlsx upload success
root - INFO - Risk Eval requested for project 1111E.200143 w/ parts ['323.214-00', '323.215-00']
root - INFO - Risk Eval generated for project 1111E.200143 w/ parts ['323.214-00', '323.215-00']
root - INFO - Supplier Selection requested for project 1111E.200143
root - INFO - Supplier Selection generated for project 1111E.200143
root - INFO - 01_nr.xlsx requested to upload
root - INFO - 01_nr.xlsx upload success
root - INFO - Supplier Selection requested for project 1111E.200143
root - INFO - Supplier Selection generated for project 1111E.200143
root - INFO - CBD requested for project 1111E.200143
root - INFO - CBD generated for project 1111E.200143
root - INFO - Risk Eval requested for project 1111E.001236 w/ parts ['178.576-15', '191.674-01', '229.847-00', '234.536-00', '323.140-00']
root - INFO - Risk Eval generated for project 1111E.001236 w/ parts ['178.576-15', '191.674-01', '229.847-00', '234.536-00', '323.140-00']
root - INFO - 01_nr.xlsx requested to upload
root - INFO - 01_nr.xlsx upload success
root - INFO - 01_nr.xlsx requested to upload
root - INFO - 01_nr.xlsx upload success
